TestNo,Username,Started.on,Completed,Time.taken,Grade.6.00,Q1_seed,Q1_problem,Q1_solution,Q1_mistakes,Q1_ans,Q1_validity,Q1_score,Q1_prt,Q2_seed,Q2_problem,Q2_solution,Q2_mistakes,Q2_ans,Q2_validity,Q2_score,Q2_prt,Q3_seed,Q3_problem,Q3_solution,Q3_mistakes,Q3_ans,Q3_validity,Q3_score,Q3_prt,Q4_seed,Q4_problem,Q4_solution,Q4_mistakes,Q4_ans,Q4_validity,Q4_score,Q4_prt,Q5_seed,Q5_problem,Q5_solution,Q5_mistakes,Q5_ans,Q5_validity,Q5_score,Q5_prt,Q6_seed,Q6_problem,Q6_solution,Q6_mistakes,Q6_ans,Q6_validity,Q6_score,Q6_prt,Q1_anticipate,Q2_anticipate,Q3_anticipate,Q4_anticipate,Q5_anticipate,Q6_anticipate
T1566,user531,10-10-22 16:07,10-10-22 16:52,44 mins 52 secs,3.0,524515,\(\int{\frac{14}{r}} d{a}\),14*log(abs(r))+c,\({14\cdot \ln \left( \left| r\right| \right)}\),14*log(y)+c,score,0,# = 0 | prt1-1-F | prt1-2-F,383191,\({{\left(4\cdot x+4\right)}^2}\),(16*x^3)/3+16*x^2+16*x+c,\({\frac{16\cdot x^3}{3}+16\cdot x^2+16\cdot x}\);\({\frac{3\cdot {\left(4\cdot x+4\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(4\cdot x+4\right)}^3}{4}+c}\),1/12*(4*x+4)^3+c,score,1,# = 1 | ATInt_true. | prt1-1-T,705367860,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),(3*x^(4/3))/4+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,196682006,\(\int{\frac{10}{x^{\frac{3}{2}}}} dx\),c-20/sqrt(x),\({-\frac{20}{\sqrt{x}}}\);\({-\frac{10}{x^{\frac{3}{2}}}}\);\({\frac{20}{\sqrt{x}}+c}\);\({-\frac{15}{x^{\frac{5}{2}}}}\),c_(20*x^-(1/2)),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,150333,\(\int{{\left(3\cdot x+2\right)}^{11}} d{x}\),(3*x+2)^12/36+c,\({33\cdot {\left(3\cdot x+2\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),1/36*(3*x+2)^12+c,score,1,# = 1 | prt1-1-T,196590,"\(\int{\frac{7\,x}{{\left(x^2-7\right)}^{\frac{1}{3}}}} dx\)",(21*(x^2-7)^(2/3))/4+c,"\({\frac{21\,{\left(x^2-7\right)}^{\frac{2}{3}}}{4}}\);\({\frac{u^4}{16}+c}\);\({\frac{7}{{\left(x^2-7\right)}^{\frac{1}{3}}}-\frac{14\,x^2}{3\,{\left(x^2-7\right)}^{\frac{4}{3}}}}\)",3+c,valid,0.0,!,0,-1,-1,0,-1,0
T1567,user531,10-10-22 17:17,10-10-22 21:15,3 hours 57 mins,3.0,608036,\(\int{\frac{14}{y}} d{a}\),14*log(abs(y))+c,\({14\cdot \ln \left( \left| y\right| \right)}\),14*log(abs(y))+c,score,1,# = 1 | prt1-1-T,695639,\({{\left(8\cdot x+2\right)}^2}\),(64*x^3)/3+16*x^2+4*x+c,\({\frac{64\cdot x^3}{3}+16\cdot x^2+4\cdot x}\);\({\frac{3\cdot {\left(8\cdot x+2\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(8\cdot x+2\right)}^3}{8}+c}\),1/24*(8*x+2)+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,440273739,\(\int{x^{\frac{2}{3}}} dx\),(3*x^(5/3))/5+c,\({\frac{3\cdot x^{\frac{5}{3}}}{5}}\);\({x^{\frac{5}{3}}+c}\);\({\frac{2}{3\cdot x^{\frac{1}{3}}}}\);\({\frac{5\cdot x^{\frac{5}{3}}}{3}+c}\),3*x^(5/3)/5+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1683445789,\(\int{\frac{2}{x^{\frac{9}{2}}}} dx\),c-4/(7*x^(7/2)),\({-\frac{4}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{2}{x^{\frac{9}{2}}}}\);\({\frac{4}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{9}{x^{\frac{11}{2}}}}\),((c-4)/(7*x^(7/2))),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,343236,\(\int{{\left(2\cdot x+2\right)}^{15}} d{x}\),(2*x+2)^16/32+c,\({30\cdot {\left(2\cdot x+2\right)}^{14}}\);\({\frac{u^{15}+1}{16}}\),1/32*(2*x+2)^16+c,score,1,# = 1 | prt1-1-T,597895,"\(\int{\frac{2\,x}{{\left(x^2-5\right)}^{\frac{1}{10}}}} dx\)",(10*(x^2-5)^(9/10))/9+c,"\({\frac{10\,{\left(x^2-5\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{2}{{\left(x^2-5\right)}^{\frac{1}{10}}}-\frac{2\,x^2}{5\,{\left(x^2-5\right)}^{\frac{11}{10}}}}\)",4,score,0.0,# = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F,-1,0,-1,0,-1,0
T1568,user531,10-10-22 21:25,10-10-22 22:41,1 hour 16 mins,4.0,854926,\(\int{\frac{7}{y}} d{a}\),7*log(abs(y))+c,\({7\cdot \ln \left( \left| y\right| \right)}\),7*log(abs(y))+c,score,1,# = 1 | prt1-1-T,957062,\({{\left(5\cdot x+2\right)}^2}\),(25*x^3)/3+10*x^2+4*x+c,\({\frac{25\cdot x^3}{3}+10\cdot x^2+4\cdot x}\);\({\frac{3\cdot {\left(5\cdot x+2\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(5\cdot x+2\right)}^3}{5}+c}\),(25*x^3)/3+25*x^2+4^x+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,322436441,\(\int{x^{\frac{8}{3}}} dx\),(3*x^(11/3))/11+c,\({\frac{3\cdot x^{\frac{11}{3}}}{11}}\);\({x^{\frac{11}{3}}+c}\);\({\frac{8\cdot x^{\frac{5}{3}}}{3}}\);\({\frac{11\cdot x^{\frac{11}{3}}}{3}+c}\),(3*x^(11/3))/11+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,852693763,\(\int{\frac{10}{x^{\frac{11}{2}}}} dx\),c-20/(9*x^(9/2)),\({-\frac{20}{9\cdot x^{\frac{9}{2}}}}\);\({-\frac{10}{x^{\frac{11}{2}}}}\);\({\frac{20}{9\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{55}{x^{\frac{13}{2}}}}\),c-20/(9*x^(9/2)),score,1.0,# = 1 | ATInt_true. | prt1-1-T,565597,\(\int{{\left(4-5\cdot z\right)}^{11}} d{z}\),c-(4-5*z)^12/60,\({-55\cdot {\left(4-5\cdot z\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),c-(4-5*z)^12/60,score,1,# = 1 | prt1-1-T,463882,"\(\int{\frac{4\,x}{{\left(x^2-1\right)}^{\frac{1}{4}}}} dx\)",(8*(x^2-1)^(3/4))/3+c,"\({\frac{8\,{\left(x^2-1\right)}^{\frac{3}{4}}}{3}}\);\({\frac{u^5}{25}+c}\);\({\frac{4}{{\left(x^2-1\right)}^{\frac{1}{4}}}-\frac{2\,x^2}{{\left(x^2-1\right)}^{\frac{5}{4}}}}\)",(16*(x^2-1)^(3/4))/8+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,-1,-1,-1,0
T1569,user531,10-11-22 12:11,10-11-22 13:07,55 mins 28 secs,6.0,355929,\(\int{\frac{15}{z}} d{a}\),15*log(abs(z))+c,\({15\cdot \ln \left( \left| z\right| \right)}\),15*log(abs(z))+c,score,1,# = 1 | prt1-1-T,476830,\({{\left(9\cdot x+2\right)}^5}\),(19683*x^6)/2+13122*x^5+7290*x^4+2160*x^3+360*x^2+32*x+c,\({\frac{19683\cdot x^6}{2}+13122\cdot x^5+7290\cdot x^4+2160\cdot x^3+360\cdot x^2+32\cdot x}\);\({\frac{6\cdot {\left(9\cdot x+2\right)}^6}{5}+c}\);\({\frac{2\cdot {\left(9\cdot x+2\right)}^6}{3}+c}\),1/54*(9*x+2)^6+c,score,1,# = 1 | ATInt_true. | prt1-1-T,826591576,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),(2*x^(3/2))/3+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1777154411,\(\int{\frac{7}{x^{\frac{3}{2}}}} dx\),c-14/sqrt(x),\({-\frac{14}{\sqrt{x}}}\);\({-\frac{7}{x^{\frac{3}{2}}}}\);\({\frac{14}{\sqrt{x}}+c}\);\({-\frac{21}{2\cdot x^{\frac{5}{2}}}}\),c-14/sqrt(x),score,1.0,# = 1 | ATInt_true. | prt1-1-T,290396,\(\int{{\left(8\cdot z+5\right)}^{14}} d{z}\),(8*z+5)^15/120+c,\({112\cdot {\left(8\cdot z+5\right)}^{13}}\);\({\frac{u^{14}+1}{15}}\),(8*z+5)^15/120+c,score,1,# = 1 | prt1-1-T,677113,"\(\int{\frac{7\,x}{{\left(x^2-4\right)}^{\frac{1}{10}}}} dx\)",(35*(x^2-4)^(9/10))/9+c,"\({\frac{35\,{\left(x^2-4\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{7}{{\left(x^2-4\right)}^{\frac{1}{10}}}-\frac{7\,x^2}{5\,{\left(x^2-4\right)}^{\frac{11}{10}}}}\)",(35/9)*((x^2-4)^(9/10))+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,-1,-1,-1
T1570,user532,10-12-22 18:07,10-12-22 18:24,17 mins 31 secs,1.0,677546,\(\int{\frac{15}{r}} d{a}\),15*log(abs(r))+c,\({15\cdot \ln \left( \left| r\right| \right)}\),F(r)=15*ln(|r|)+C,score,0,# = 0 | ATAlgEquiv_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F,801987,\({{\left(4\cdot x+9\right)}^3}\),16*x^4+144*x^3+486*x^2+729*x+c,\({16\cdot x^4+144\cdot x^3+486\cdot x^2+729\cdot x}\);\({\frac{4\cdot {\left(4\cdot x+9\right)}^4}{3}+c}\);\({{\left(4\cdot x+9\right)}^4+c}\),64*x^3+432*x^2+972*x+729,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,459169225,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),F(x)=2/3*x^(3/2)+C,score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_TA_not_equation. | prt1-2-F | ATAlgEquiv_TA_not_equation. | prt1-3-F | ATAlgEquiv_TA_not_equation. | prt1-4-F | ATAlgEquiv_TA_not_equation. | prt1-5-F,633651299,\(\int{\frac{9}{x^{\frac{7}{2}}}} dx\),c-18/(5*x^(5/2)),\({-\frac{18}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{9}{x^{\frac{7}{2}}}}\);\({\frac{18}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{63}{2\cdot x^{\frac{9}{2}}}}\),F(x)=-18/5*x^(5/2)+C,score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_TA_not_equation. | prt1-2-F | ATAlgEquiv_TA_not_equation. | prt1-3-F | ATAlgEquiv_TA_not_equation. | prt1-4-F | ATAlgEquiv_TA_not_equation. | prt1-5-F,718783,\(\int{{\left(4\cdot z+1\right)}^{12}} d{z}\),(4*z+1)^13/52+c,\({48\cdot {\left(4\cdot z+1\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),1/52*(4*z+1)^13+C,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,972315,"\(\int{\frac{5\,x}{{\left(x^2-3\right)}^{\frac{1}{10}}}} dx\)",(25*(x^2-3)^(9/10))/9+c,"\({\frac{25\,{\left(x^2-3\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{5}{{\left(x^2-3\right)}^{\frac{1}{10}}}-\frac{x^2}{{\left(x^2-3\right)}^{\frac{11}{10}}}}\)",25/9*(x^2-3)^(9/10)+C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,0,0,0,0,0,-1
T1571,user532,10-12-22 18:52,10-12-22 19:35,42 mins 33 secs,5.0,893294,\(\int{\frac{14}{t}} d{a}\),14*log(abs(t))+c,\({14\cdot \ln \left( \left| t\right| \right)}\),14*ln(|t|)+c,score,1,# = 1 | prt1-1-T,859566,\({{\left(9\cdot x+5\right)}^3}\),(729*x^4)/4+405*x^3+(675*x^2)/2+125*x+c,\({\frac{729\cdot x^4}{4}+405\cdot x^3+\frac{675\cdot x^2}{2}+125\cdot x}\);\({\frac{4\cdot {\left(9\cdot x+5\right)}^4}{3}+c}\);\({\frac{4\cdot {\left(9\cdot x+5\right)}^4}{9}+c}\),729*x^3+1215*x^2+675*x+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,705367860,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),3/4*x^(4/3)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,182881887,\(\int{\frac{4}{x^{\frac{7}{2}}}} dx\),c-8/(5*x^(5/2)),\({-\frac{8}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{4}{x^{\frac{7}{2}}}}\);\({\frac{8}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{14}{x^{\frac{9}{2}}}}\),c-8/(5*x^(5/2))+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,747578,\(\int{{\left(2-3\cdot x\right)}^{14}} d{x}\),c-(2-3*x)^15/45,\({-42\cdot {\left(2-3\cdot x\right)}^{13}}\);\({\frac{u^{14}+1}{15}}\),-(2-3*x)^(15)/45+c,score,1,# = 1 | prt1-1-T,645573,"\(\int{\frac{8\,x}{{\left(x^2-6\right)}^{\frac{1}{3}}}} dx\)",6*(x^2-6)^(2/3)+c,"\({6\,{\left(x^2-6\right)}^{\frac{2}{3}}}\);\({\frac{u^4}{16}+c}\);\({\frac{8}{{\left(x^2-6\right)}^{\frac{1}{3}}}-\frac{16\,x^2}{3\,{\left(x^2-6\right)}^{\frac{4}{3}}}}\)",6*(x^2-6)^(2/3)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,0,-1,-1,-1,-1
T1572,user533,10-10-22 10:33,10-10-22 11:17,44 mins 6 secs,0.0,199335,\(\int{\frac{3}{r}} d{a}\),3*log(abs(r))+c,\({3\cdot \ln \left( \left| r\right| \right)}\),f(r)=3*ln(|r|)+c,score,0,# = 0 | ATAlgEquiv_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F,470765,\({{\left(7\cdot x+5\right)}^3}\),(343*x^4)/4+245*x^3+(525*x^2)/2+125*x+c,\({\frac{343\cdot x^4}{4}+245\cdot x^3+\frac{525\cdot x^2}{2}+125\cdot x}\);\({\frac{4\cdot {\left(7\cdot x+5\right)}^4}{3}+c}\);\({\frac{4\cdot {\left(7\cdot x+5\right)}^4}{7}+c}\),F( x ) = 1/28*( 7*x + 5 ) ^4 + C,score,0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATInt_SA_not_expression. | prt1-2-F | ATInt_SA_not_expression. | prt1-3-F | ATInt_SA_not_expression. | prt1-4-F | ATInt_SA_not_expression. | prt1-5-F,32874887,\(\int{x^{\frac{7}{2}}} dx\),(2*x^(9/2))/9+c,\({\frac{2\cdot x^{\frac{9}{2}}}{9}}\);\({x^{\frac{9}{2}}+c}\);\({\frac{7\cdot x^{\frac{5}{2}}}{2}}\);\({\frac{9\cdot x^{\frac{9}{2}}}{2}+c}\),f(x)=2/9*x^(9/2)+c,score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_TA_not_equation. | prt1-2-F | ATAlgEquiv_TA_not_equation. | prt1-3-F | ATAlgEquiv_TA_not_equation. | prt1-4-F | ATAlgEquiv_TA_not_equation. | prt1-5-F,1020347049,\(\int{\frac{7}{x^{\frac{3}{2}}}} dx\),c-14/sqrt(x),\({-\frac{14}{\sqrt{x}}}\);\({-\frac{7}{x^{\frac{3}{2}}}}\);\({\frac{14}{\sqrt{x}}+c}\);\({-\frac{21}{2\cdot x^{\frac{5}{2}}}}\),f(x)=-14/x^(1/2)+c,score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_TA_not_equation. | prt1-2-F | ATAlgEquiv_TA_not_equation. | prt1-3-F | ATAlgEquiv_TA_not_equation. | prt1-4-F | ATAlgEquiv_TA_not_equation. | prt1-5-F,636513,\(\int{{\left(1-z\right)}^{11}} d{z}\),c-(1-z)^12/12,\({-11\cdot {\left(1-z\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),0,score,0,# = 0 | prt1-1-F | prt1-2-F,743335,"\(\int{\frac{8\,x}{{\left(x^2-2\right)}^{\frac{1}{3}}}} dx\)",6*(x^2-2)^(2/3)+c,"\({6\,{\left(x^2-2\right)}^{\frac{2}{3}}}\);\({\frac{u^4}{16}+c}\);\({\frac{8}{{\left(x^2-2\right)}^{\frac{1}{3}}}-\frac{16\,x^2}{3\,{\left(x^2-2\right)}^{\frac{4}{3}}}}\)",8*x/(x*2-2)^1/3,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,0,0,0,0,0
T1573,user533,10-10-22 11:32,10-10-22 14:54,3 hours 21 mins,3.0,504117,\(\int{\frac{7}{t}} d{a}\),7*log(abs(t))+c,\({7\cdot \ln \left( \left| t\right| \right)}\),7*log(abs(t))+c,score,1,# = 1 | prt1-1-T,172854,\({{\left(5\cdot x+2\right)}^5}\),(3125*x^6)/6+1250*x^5+1250*x^4+(2000*x^3)/3+200*x^2+32*x+c,\({\frac{3125\cdot x^6}{6}+1250\cdot x^5+1250\cdot x^4+\frac{2000\cdot x^3}{3}+200\cdot x^2+32\cdot x}\);\({\frac{6\cdot {\left(5\cdot x+2\right)}^6}{5}+c}\);\({\frac{6\cdot {\left(5\cdot x+2\right)}^6}{5}+c}\),1/30*(5*x+2)^6,score,0,# = 0 | ATInt_const_int. | prt1-1-F | ATInt_const_int. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1521519531,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),3*x^(4/3)/4+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1591597389,\(\int{\frac{9}{x^{\frac{5}{2}}}} dx\),c-6/x^(3/2),\({-\frac{6}{x^{\frac{3}{2}}}}\);\({-\frac{9}{x^{\frac{5}{2}}}}\);\({\frac{6}{x^{\frac{3}{2}}}+c}\);\({-\frac{45}{2\cdot x^{\frac{7}{2}}}}\),#NAME?,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,937837,\(\int{{\left(1-5\cdot x\right)}^{13}} d{x}\),c-(1-5*x)^14/70,\({-65\cdot {\left(1-5\cdot x\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),c-(1-5*x)^14/70,score,1,# = 1 | prt1-1-T,896817,"\(\int{\frac{9\,x}{{\left(x^2-6\right)}^{\frac{1}{3}}}} dx\)",(27*(x^2-6)^(2/3))/4+c,"\({\frac{27\,{\left(x^2-6\right)}^{\frac{2}{3}}}{4}}\);\({\frac{u^4}{16}+c}\);\({\frac{9}{{\left(x^2-6\right)}^{\frac{1}{3}}}-\frac{6\,x^2}{{\left(x^2-6\right)}^{\frac{4}{3}}}}\)",18*(x^2-6)^(2/3)/2+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,-1,0,-1,0
T1574,user533,10-10-22 14:58,10-10-22 15:30,31 mins 33 secs,4.0,998033,\(\int{\frac{11}{z}} d{a}\),11*log(abs(z))+c,\({11\cdot \ln \left( \left| z\right| \right)}\),11*log(abs(z))+c,score,1,# = 1 | prt1-1-T,953000,\({{\left(5\cdot x+2\right)}^4}\),125*x^5+250*x^4+200*x^3+80*x^2+16*x+c,\({125\cdot x^5+250\cdot x^4+200\cdot x^3+80\cdot x^2+16\cdot x}\);\({\frac{5\cdot {\left(5\cdot x+2\right)}^5}{4}+c}\);\({{\left(5\cdot x+2\right)}^5+c}\),125*x^5+250*x^4+200*x^3+80*x^2+16*x+32/25,score,0,# = 0 | ATInt_const_int. | prt1-1-F | ATInt_const_int. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,459169225,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),2*x^(3/2)/3+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1409242498,\(\int{\frac{9}{x^{\frac{9}{2}}}} dx\),c-18/(7*x^(7/2)),\({-\frac{18}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{9}{x^{\frac{9}{2}}}}\);\({\frac{18}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{81}{2\cdot x^{\frac{11}{2}}}}\),c-18/(7*x^(7/2)),score,1.0,# = 1 | ATInt_true. | prt1-1-T,739608,\(\int{{\left(3\cdot z+2\right)}^{16}} d{z}\),(3*z+2)^17/51+c,\({48\cdot {\left(3\cdot z+2\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),(3*z+2)^17/51+c,score,1,# = 1 | prt1-1-T,751863,"\(\int{\frac{8\,x}{{\left(x^2-3\right)}^{\frac{1}{8}}}} dx\)",(32*(x^2-3)^(7/8))/7+c,"\({\frac{32\,{\left(x^2-3\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{8}{{\left(x^2-3\right)}^{\frac{1}{8}}}-\frac{2\,x^2}{{\left(x^2-3\right)}^{\frac{9}{8}}}}\)",(x^2-3)^19/19+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,-1,-1,-1,0
T1575,user533,10-11-22 14:38,10-11-22 15:07,29 mins 20 secs,3.0,517668,\(\int{\frac{3}{z}} d{a}\),3*log(abs(z))+c,\({3\cdot \ln \left( \left| z\right| \right)}\),3*log(abs(z))+c,score,1,# = 1 | prt1-1-T,253997,\({{\left(6\cdot x+5\right)}^6}\),(6*x+5)^7/42+c,\({\frac{{\left(6\cdot x+5\right)}^7}{42}}\);\({\frac{7\cdot {\left(6\cdot x+5\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(6\cdot x+5\right)}^7}{6}+c}\),(3999/7*x^7)+233280/7*x^6+583200/7*x^5+810000/7*x^4+675000/7*x^3+337500/7*x^2+93750/7*x+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1555263758,\(\int{x^{\frac{7}{2}}} dx\),(2*x^(9/2))/9+c,\({\frac{2\cdot x^{\frac{9}{2}}}{9}}\);\({x^{\frac{9}{2}}+c}\);\({\frac{7\cdot x^{\frac{5}{2}}}{2}}\);\({\frac{9\cdot x^{\frac{9}{2}}}{2}+c}\),2/9*(x^(9/2))+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1985689564,\(\int{\frac{8}{x^{\frac{5}{2}}}} dx\),c-16/(3*x^(3/2)),\({-\frac{16}{3\cdot x^{\frac{3}{2}}}}\);\({-\frac{8}{x^{\frac{5}{2}}}}\);\({\frac{16}{3\cdot x^{\frac{3}{2}}}+c}\);\({-\frac{20}{x^{\frac{7}{2}}}}\),#NAME?,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,469432,\(\int{{\left(3-t\right)}^{10}} d{t}\),c-(3-t)^11/11,\({-10\cdot {\left(3-t\right)}^9}\);\({\frac{u^{10}+1}{11}}\),-1/11*((3-t)^11)+c,score,1,# = 1 | prt1-1-T,524328,"\(\int{\frac{5\,x}{{\left(x^2-1\right)}^{\frac{1}{7}}}} dx\)",(35*(x^2-1)^(6/7))/12+c,"\({\frac{35\,{\left(x^2-1\right)}^{\frac{6}{7}}}{12}}\);\({\frac{u^8}{64}+c}\);\({\frac{5}{{\left(x^2-1\right)}^{\frac{1}{7}}}-\frac{10\,x^2}{7\,{\left(x^2-1\right)}^{\frac{8}{7}}}}\)",9*(x^2-1)^(8/7),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,-1,0,-1,0
